2800-HK,1/1/2000,,,,,,,,,,,,,,,,,,,,
Date,RET,RET_L1,RET_L2,RET_L3,RET_L4,RET_L5,RET_L6,RET_L7,RET_L8,RET_L9,RET_L10,RET_L11,RET_L12,RET_L13,RET_L14,RET_L15,RET_L16,RET_L17,RET_L18,RET_L19,RET_L20
2/01/00,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242,-0.009539052,0.003169671,0.02572486,0.02640422,-0.055298674,-0.073203398,-0.014598796
2/02/00,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242,-0.009539052,0.003169671,0.02572486,0.02640422,-0.055298674,-0.073203398
2/03/00,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242,-0.009539052,0.003169671,0.02572486,0.02640422,-0.055298674
2/08/00,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242,-0.009539052,0.003169671,0.02572486,0.02640422
2/09/00,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242,-0.009539052,0.003169671,0.02572486
2/10/00,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242,-0.009539052,0.003169671
2/11/00,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242,-0.009539052
2/14/00,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627,-0.006410242
2/15/00,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643,-0.006451627
2/16/00,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691,0.006451643
2/17/00,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835,0.012779691
2/18/00,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758,-0.038839835
2/21/00,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576,-0.003305758
2/22/00,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576,-0.006644576
2/23/00,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794,0.006644576
2/24/00,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505,-0.003316794
2/25/00,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011,0.022989505
2/28/00,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604,0.028802011
2/29/00,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408,0.018750604
3/01/00,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0,-0.037859408
3/02/00,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857,0
3/03/00,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535,0.019108857
3/06/00,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871,0.003149535
3/07/00,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858,0.015600871
3/08/00,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537,0.039458858
3/09/00,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674,-0.002980537
3/10/00,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798,0.049500674
3/13/00,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979,-0.025900798
3/14/00,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107,-0.029587979
3/15/00,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769,0.020803107
3/16/00,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023,-0.005899769
3/17/00,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429,-0.026988023
