08/31/2007,180458,180167,180334,180353,180460,180721,180530,180730,180085,121864,140478,180532,183659,180555,180454,187653,167202,188928,180371,181010,188563,180824,188923,180825,188931,180180,185419,188580,181698,170442,180275,181028,186444,SP50,DJIAK,160355,168110,180264,180731,188440,161597,168636
Date,Hang Seng Index,SSE Composite Index,ASX All Ordinaries,India S&P BSE SENSEX,TOPIX,KOSPI Composite Index,Taiwan TAIEX,FTSE Bursa Malaysia KLCI,FTSE Straits Times Index,Philippines PSE PSEi,NEW ZEALAND NZX 50(CAP),Thailand SET,Euro STOXX,FTSE 100,France CAC 40,Germany DAX (TR),FTSE MIB,Belgium BEL-20,Ireland ISEQ Overall,Netherlands AEX,Norway OSE OBX TR,Spain IBEX 35,OMX Stockholm 30,Switzerland SMI (PR),Austria ATX,OMX Copenhagen 20,OMX Helsinki 25,Portugal PSI 20,Russia RTS,Czech Republic PX - 50,Hungary BUX,Poland WIG,Turkey BIST 100,S&P 500,DJ Industrial Average,Colombia IGBC,Canada S&P/TSX Composite,Brazil Bovespa Index,Mexico IPC,Israel TA-125,Saudi Arabia All Share (TASI),FTSE JSE All Share
9/13/07,24537.02,5273.592,6244.6,15614.44,1522.87,1848.02,8927.42,1284.02,3438.07,3289.22,4142.43,807.1,408.2,6363.9,5565.97,7535.97,39369.97,4284.12,8104.28,530.96,412.18176,14077.8,1196.63,8878.05,4512.38,488.54,3138.89,12195.42,1932.68,1770.2,27084.95,60416.65,49680.51,1483.95,13424.88,10596.76,13843.2,54908.18,30302.23,1025.79,7807.87,29086.37
9/14/07,24898.11,5312.182,6315.7,15603.8,1544.71,1870.02,9031.63,1289.5,3471.1,3294.55,4162.68,811.95,405.17,6289.3,5538.92,7497.74,39057.79,4259.54,7821.32,528.36,410.93625,13861,1179.76,8772.58,4474.39,487.08,3128.31,12117.4,1943.25,1761.9,26915.31,60071.34,50620.91,1484.25,13442.52,10429.68,13846.41,54671,30096.03,1025.79,7807.87,28928.05
9/17/07,24599.34,5421.392,6283.7,15504.43,1544.71,1871.68,8899.91,1278.34,3412.11,3307.43,4168.72,802.65,400.66,6182.8,5439.37,7479.85,38683.89,4209.45,7504.7,522.99,407.17087,13696.9,1160.75,8685.75,4400.55,479.25,3091.18,11878.22,1915.8,1747.8,26745.98,59984.91,50536.54,1476.65,13403.42,10361.23,13809.86,54340.54,29794.49,1035.25,7825.03,28536.42
9/18/07,24576.85,5425.208,6208,15669.12,1510.95,1838.61,8899.91,1277.33,3415.53,3289.75,4123.52,802.54,407.63,6283.3,5549.35,7575.21,39380.71,4278.93,7611.68,531,408.7421,14042,1178.97,8775.94,4457.05,483.84,3122.34,11907.84,1938.52,1750.8,26836.97,60579.02,50500.93,1519.78,13739.39,10404.83,14005.4,56666.3,30603.42,1042.99,7873.33,28766.34
9/19/07,25554.64,5395.265,6362,16322.75,1567.58,1902.65,8926.38,1297.16,3530.59,3362.98,4177.65,811.79,419.18,6460,5730.82,7750.84,40293.99,4384.7,7965.53,543.54,421.93597,14494.8,1221.77,9006.76,4622,494.68,3246.57,12228.2,2015.36,1780.7,27382.17,62572.56,53884.08,1529.03,13815.56,10473.41,13939.78,57264.22,30512.64,1063.97,7885.52,29808.65
9/20/07,25701.13,5470.065,6400.9,16347.95,1566.84,1908.97,8983.03,1308.67,3491.17,3442.38,4206.88,815.43,416.69,6429,5688.76,7735.09,39980.45,4354.65,7794.7,542.45,420.38852,14427.1,1208.32,8896.72,4592.54,491.44,3223.11,12115.21,2015.19,1790.9,27306.61,62599.59,53543.06,1518.75,13766.7,10473.44,13838.43,56906.44,30485.75,1059.14,7885.52,29832.3
9/21/07,25843.78,5454.674,6371.2,16564.23,1552.07,1919.26,9105.28,1305.94,3480.52,3423.73,4231.16,831.51,418.46,6456.7,5700.65,7794.43,39969.6,4357.19,7869.35,544.65,423.60135,14450.6,1212.54,8897.34,4582.45,491.35,3288.02,12160.42,2026.29,1793.8,27396.29,62259.23,53882.14,1525.75,13820.19,10473.77,13940.07,57798.79,30583.07,1059.14,7885.52,29709.35
9/24/07,26551.94,5485.013,6461.1,16845.83,1552.07,1919.26,9105.28,1317.24,3574.46,3434.45,4232.67,836.51,417.79,6465.9,5692.49,7787.92,40019.3,4309.94,7785.31,541.63,424.95374,14494.7,1198.5,8906.13,4595.59,492.94,3293.12,12058.76,2042.2,1792.1,27393.2,61570.24,53580.7,1517.73,13759.06,10291.17,13958.28,58719.37,30543.45,1086.86,7861.53,29709.35
9/25/07,26430.29,5425.88,6490.9,16899.54,1566.83,1919.26,9105.28,1316.43,3563.93,3440.67,4241.67,835.18,414.19,6396.9,5641.59,7769.44,39730.95,4241.74,7608.54,534.99,418.52698,14311.9,1184.49,8829.15,4537.05,490.96,3230.76,11763.44,2008.97,1802.9,27733.29,61032.04,52893.17,1517.21,13778.65,10399.99,13997.62,58857.78,30294.77,1095.37,7910,29776.03
9/27/07,27065.15,5409.403,6548,17150.56,1615.15,1945.28,9413.65,1335.66,3653.84,3577.51,4275.81,843.05,420.49,6486.4,5733.37,7853.79,40059.46,4326.36,7792.98,542.24,422.1161,14581.6,1217.24,8885.95,4545.89,502,3322.9,11981.71,2064.16,1816.3,28218.85,61030.29,54390.2,1531.38,13912.94,10446.82,14129.73,61052.44,30528,1095.37,7929.71,29944.31
9/28/07,27142.47,5552.301,6580.9,17291.1,1616.62,1946.48,9411.95,1336.3,3645.41,3572.9,4268.9,845.5,419.92,6466.8,5715.69,7861.51,39888.51,4325.29,7883.67,540.98,423.12744,14576.5,1221.54,8933.48,4527.3,499.93,3323.68,12024.43,2071.8,1816.3,28413.12,60368.92,54044.22,1526.75,13895.63,10434.42,14098.89,60465.06,30296.19,1095.37,7929.71,29959.19
10/02/07,28199.75,5552.301,6667.6,17328.62,1639.79,2014.09,9623.25,1368.72,3736.41,3677.19,4332.29,853.43,425.23,6500.4,5799.27,7946.79,40440.61,4363.82,8245.07,542.93,420.8514,14790,1235.87,9073.99,4637.91,509.83,3319.54,12374.35,2108.57,1845.5,28142.33,61196.53,54733.3,1546.63,14047.31,10578.58,14152.73,62017.12,31451.79,1127.66,7845.28,30430.71
10/03/07,27479.94,5552.301,6665.4,17847.04,1664.01,2014.09,9700.07,1366.96,3696.92,3769.82,4327.87,850.58,425.62,6535.2,5806.18,7955.3,40422.81,4379.7,8367.75,540.53,413.39835,14783.8,1241.77,9088.7,4687.09,508.23,3305.01,12612.36,2092.98,1835.1,28044.92,60946.96,54164.9,1539.595,13968.05,10561.88,14020.85,60098.57,31178.84,1127.66,7765.17,30730.1
10/04/07,26973.98,5552.301,6579.9,17777.14,1655.6,2003.6,9627.39,1369.84,3728.45,3775.46,4299.98,848.95,425.66,6547.9,5804.39,7944.99,40576.53,4434.91,8411.47,541.75,412.12265,14718,1243.64,9053.36,4753.29,507.41,3257.73,12573.01,2090.08,1862.7,27845.2,61048.09,54915.9,1542.84,13974.31,10573.47,14125.11,60406.72,31078.33,1127.66,7765.17,30890.37
10/05/07,27831.52,5552.301,6617.3,17773.36,1656.91,1996.03,9617.26,1372.39,3768.13,3775.91,4284.05,852.33,429.12,6595.8,5843.24,8002.18,40800.36,4460.29,8478.48,546.6,414.41632,14892.1,1257.7,9075.35,4843.89,509.02,3278.15,12658.43,2115.43,1881.5,27963.03,61554.11,56792.97,1557.59,14066.01,10682.59,14233.34,62318.72,31540.94,1127.66,7765.17,30927.64
10/08/07,27770.29,5692.755,6667.2,17491.39,1656.91,2012.82,9717.17,1364.14,3771.46,3873.5,4295.24,863.16,428.04,6540.9,5829.4,7974.37,40681.02,4454.17,8443.55,545.79,414.04483,14809,1251.79,9097.04,4785.48,507.94,3269.88,12647.83,2130.2,1896.1,27879.1,61752.98,56279.09,1552.58,14043.73,10693.91,14233.34,62660.85,31825.51,1145.03,7752.28,30788.95
10/09/07,28228.04,5715.892,6687.7,18280.24,1660.06,2014.13,9639.83,1369.39,3815.69,3776,4280.24,867.59,429.8,6615.4,5861.93,7980.44,41073.81,4499.07,8390.48,550.72,415.1168,14862.7,1258.59,9137.82,4786.03,513.01,3297.05,12690.66,2141.79,1883.4,27704.1,63068.13,57910.57,1565.15,14164.53,10594.22,14262.19,63548.69,31801.69,1155.7,7810.66,30934.31
10/10/07,28569.33,5771.464,6744.6,18658.25,1658.18,2041.12,9639.83,1376.93,3768.85,3834.71,4279.79,875.1,429.63,6633,5838.49,7986.57,40912.9,4510.6,8314.72,554.57,416.8233,14863.8,1260.4,9182.3,4795.89,515.13,3294.82,12682.43,2143.69,1881,27790.51,62967.03,57418.04,1562.47,14078.69,10541.69,14276.19,63197.04,32129.4,1154.59,7912.45,31198.73
10/11/07,29133.02,5913.23,6779.6,18814.07,1677.52,2058.85,9697.67,1383.61,3831.19,3824.2,4296.61,889.06,432.25,6724.5,5862.83,8033.69,41023.89,4534.91,8182.76,558.01,427.70352,15100,1267.7,9218.28,4832.62,517.67,3328.28,12814.35,2173.11,1900.7,28237.68,64057.16,58053.4,1554.41,14015.12,10632.2,14229.44,62455.77,31980.95,1164.04,7912.45,31531.05
10/12/07,28838.37,5903.264,6760.1,18419.04,1659.48,2026.44,9496.47,1375.25,3814.38,3824.2,4305.62,887.02,432.27,6730.7,5843.95,8041.26,41105.82,4532.06,8020.51,559.14,429.8384,15261.3,1260.3,9197.48,4858.11,512.05,3301.6,12815.18,2163.11,1898.8,28263.44,63813.86,58053.4,1561.8,14093.08,10557.27,14295.86,62455.77,32473.47,1164.04,7912.45,31225.85
10/15/07,29540.78,6030.086,6751.6,19058.67,1657.44,2035.39,9518.45,1375.25,3818.96,3861.38,4325.09,897.1,428.32,6644.5,5807.44,7969.47,40546.99,4501.98,7931.27,553.07,432.97775,15187.5,1249.65,9179.49,4811.85,510.81,3239.88,12731.42,2176.9,1908.3,28307.04,64292.3,58231.9,1548.71,13984.8,10557.27,14231.28,62969.44,32335.86,1142.57,7912.45,31164.38
10/16/07,28954.55,6092.057,6711.3,19051.86,1625.25,2005.76,9592.47,1372.38,3762.32,3815.22,4312.17,894.53,426.27,6614.3,5774.36,7962.64,40413.51,4476.56,7888.82,550.3,428.64142,15279.7,1203.95,9062.73,4781.64,505.94,3210.56,12642.88,2159.84,1886.3,27949.63,63301.4,57185.37,1538.53,13912.94,10388.63,14153.03,61717.9,32230.82,1149.37,7912.45,31033.42
10/17/07,29298.71,6036.281,6696.1,18715.82,1600.29,1983.94,9562.16,1374.39,3800.01,3760.04,4321.84,884.53,428.91,6677.7,5818.8,7985.41,40259.22,4506.4,7980.5,554.55,429.24878,15430.5,1206.86,9071.81,4844.36,506.88,3251.05,12752.05,2158.09,1892.2,27948.58,63618.68,57931.92,1541.24,13892.54,10166.27,14219.5,63193.67,32721.82,1157.56,7912.45,31068.26
10/18/07,29465.05,5825.282,6781,17998.39,1617.75,2005.09,9637.07,1376.32,3776.19,3771.12,4313.15,876.75,426.26,6609.4,5767.24,7921.4,39902.96,4457.78,7879.19,551.53,422.2641,15507.1,1187.36,9027.48,4789.08,498.69,3260.57,12785.45,2136.53,1886,27772.48,62552.95,56268.18,1540.08,13888.96,10277.34,14332.03,63261.33,32836.12,1151.33,7912.45,31016.83
10/22/07,28373.63,5667.332,6592.1,17613.99,1563.07,1903.81,9360.63,1350.81,3609.6,3667.87,4316.31,860.09,419.2,6459.3,5661.27,7794.94,39241.62,4373.57,7644.8,541.43,412.53265,15327.8,1145.87,8845.39,4708.02,488.13,3192.56,12623.92,2098.57,1848.4,27750.28,62626.86,53969.78,1506.33,13566.97,10168.41,14043.6,61215.13,31969.48,1142.59,8186.7,30146.62
10/23/07,29376.86,5773.387,6677.5,18492.84,1570.55,1947.98,9502.39,1357.33,3654.43,3697.17,4274.69,860.09,422.76,6514,5705.05,7842.79,39422.73,4404.4,7767.62,546.37,421.82693,15429.6,1175.39,8903.23,4774.67,499.04,3246.28,12752.8,2127,1867.6,27750.28,63836.9,55752.22,1519.59,13676.23,10284.14,14087.49,62697.14,32229.44,1157.67,8183.31,30449.42
10/24/07,29333.53,5843.109,6652.1,18512.91,1563.86,1933.36,9442.62,1359.83,3605.68,3763.47,4291.05,866.03,420.32,6482,5674.67,7828.96,39279.56,4336.44,7749.58,543.34,421.63437,15231.3,1158.83,8851.02,4742.26,492.58,3244.21,12643,2123.36,1872.6,27360,63436.77,55638.88,1515.88,13675.25,10226.79,14088.51,62624.81,32048.18,1143.56,8209.23,30041.21
10/25/07,29854.49,5562.394,6644.8,18770.89,1548.07,1976.75,9568.26,1378.27,3670.78,3767.78,4267.14,893.45,425.6,6576.3,5760.3,7932.44,39774.76,4393.69,7778.85,545.94,429.48895,15386,1172.48,8917.45,4786.05,494.58,3288.28,12732.01,2151.1,1884.6,27280.67,63604.32,55728.6,1514.4,13671.92,10328.53,14124.94,62341.49,31886.1,1155.66,8209.23,30417.46
10/26/07,30405.22,5589.631,6716.4,19243.17,1573.97,2028.06,9631.51,1398.35,3735.86,3784.88,4226.71,894.57,427.75,6661.3,5794.87,7949.17,40020.19,4399.21,7862.15,547.16,433.06808,15603.9,1173.31,8962.92,4786.05,497.62,3294.69,12894.48,2194.12,1910.1,27189.07,63366.34,56446.59,1535.28,13806.7,10515.82,14296.43,64275.58,32136.76,1155.66,8209.23,30804.86
10/29/07,31586.9,5747.997,6808.2,19977.67,1606.49,2062.92,9809.88,1411.62,3785.75,3784.88,4215.88,915.03,430.53,6706,5836.19,8009.67,40165.38,4409.48,7867.43,550.85,439.3488,15738.1,1176.62,9007.27,4867.78,499.66,3330.72,12983.55,2226.02,1936.1,27262.14,63759.55,56446.59,1540.98,13870.26,10630.61,14427.35,65044.31,32100.76,1188.69,8551.07,31211.44
10/30/07,31638.22,5897.193,6772.5,19783.51,1607.21,2052.37,9757.93,1412.79,3760.11,3783.43,4219.78,906.66,428.97,6659,5803.93,7977.94,40162.73,4384,7835.09,545.25,432.97812,15782.5,1170.35,8939.21,4835.02,501.2,3330.77,12987.47,2206.34,1913.4,27289.22,63363.58,56774.27,1531.02,13792.47,10642.01,14312.08,64383.13,31783.62,1183.37,8485.11,31244.67
10/31/07,31352.58,5954.765,6779.1,19837.99,1620.07,2064.85,9711.37,1413.65,3763.57,3758.97,4209.07,907.28,432.1,6721.6,5847.95,8019.22,40512.34,4441.82,7911.12,547.85,438.03574,15890.5,1183.2,9019.57,4871.71,507.92,3356.3,13005.46,2223.06,1908.3,27382.17,63126.46,57615.72,1549.38,13930.01,10630.39,14625,65317.7,31458.67,1189.04,8621.45,31334.99
11/01/07,31492.88,5914.285,6853.6,19724.35,1635.78,2063.14,9598.23,1409.16,3760.57,3758.97,4207.88,902.73,425.45,6586.1,5730.92,7880.85,39711.89,4361.29,7745.76,540.92,431.90747,15759.6,1168.49,8891.47,4871.71,500.56,3339.31,12910.98,2220.16,1925.5,27382.17,63126.46,57371.31,1508.44,13567.87,10638.44,14372.54,64050.08,30806.3,1176.1,8621.45,30816.19
11/02/07,30468.34,5777.809,6726.7,19976.23,1600.17,2019.34,9273.09,1397.48,3670.73,3758.97,4154.13,894.34,424.35,6530.6,5720.42,7849.49,39705.59,4309.82,7615.54,537.25,430.15054,15823.7,1153.22,8770.39,4763.76,494.85,3337.75,12816.86,2228.15,1908.3,27382.17,62154.65,56855.06,1509.65,13595.1,10677.1,14363.88,64050.08,30806.3,1176.1,8621.45,30553.44
11/05/07,28942.32,5634.452,6620.1,19590.78,1575.13,2015.76,9308.6,1384.73,3622.12,3774.81,4141.2,872.86,421.85,6461.4,5684.62,7807.55,39454.6,4284.21,7458.98,534.02,428.4306,15825.9,1157.55,8707.75,4691.58,494.87,3312.22,12740.7,2228.15,1888.6,27214.88,61759.14,56064.31,1502.17,13543.4,10677.1,14273.37,62959.55,30157.69,1173.45,8868.58,30346.38
11/06/07,29438.13,5536.569,6659.1,19400.67,1574.59,2054.24,9292.8,1389.11,3651.77,3773.63,4135.43,886.31,423.41,6474.9,5709.42,7827.19,39426.45,4302.15,7411.16,533.7,438.92767,15895.4,1163.21,8770.29,4703.1,500.22,3349.84,12916.5,2268.92,1903.3,27259.72,61527.41,56905.99,1520.27,13660.94,10814.72,14370.56,64503.43,30430.5,1184.2,9006.09,30764.63
11/07/07,29708.93,5601.783,6728.1,19289.83,1556.69,2043.19,9300.22,1413.85,3643.87,3788.26,4205.58,880.27,421.36,6385.1,5683.22,7799.62,39281.01,4246.85,7188.3,530.27,440.17117,15841.9,1150.38,8703.17,4644.4,501.6,3333.8,12864.85,2280.95,1871.4,27042.48,59953.16,56076.44,1475.62,13300.02,10886.55,14118.18,63500.62,29582.21,1176.94,9058.59,30767.76
11/08/07,28760.22,5330.023,6568.5,19058.93,1516.94,1979.56,8937.58,1413.85,3643.87,3692.1,4185.42,873.64,417.77,6381.9,5631.63,7819.47,38546.31,4107.8,7047.91,523.17,439.66812,15945.7,1145.49,8605.23,4659.51,497.75,3292.02,13044.65,2288.15,1860.9,26769.63,59276.14,55160.75,1474.77,13266.29,10783.63,14128.59,63561.91,29289.72,1168.11,9058.59,31055.12
11/09/07,28783.41,5315.54,6607.4,18907.6,1494.35,1990.47,8970.92,1402.25,3573.52,3703.66,4134.77,874.64,411.96,6304.9,5524.18,7812.4,37845.44,4048.61,7128.69,510.65,434.03452,15731.2,1115.09,8417.15,4587.42,494.97,3218.03,13323.86,2262.11,1832.1,26894.88,58222.82,53689.08,1453.7,13042.74,10774.58,13869.82,64320.56,29158.86,1168.11,9058.59,30920.21
11/12/07,27665.73,5187.735,6523.3,18737.27,1456.4,1923.42,8670.61,1382.35,3476.31,3618.37,4089.13,861.93,412.4,6337.9,5535.56,7806.84,38187.45,4055.34,7158.93,508.32,422.98853,15774.7,1126,8442.04,4569.88,491.72,3190.77,13270.1,2243.04,1820.5,26468.46,57244.48,54084.03,1439.18,12987.55,10774.58,13604.96,61526.87,28185.9,1142.34,9174.7,30774.17
11/13/07,27803.35,5158.118,6570.9,19035.48,1454.73,1932.89,8727.21,1383.43,3449.28,3599.49,4107.15,857.66,412.54,6362.4,5538.91,7777.56,38409.51,4093.02,7197.56,507.89,417.6863,15814.8,1120.29,8500.64,4534.95,486.84,3173.46,13194.3,2222.84,1811.1,26529.47,57978.35,54719.01,1481.05,13307.09,10696.28,13705.14,62927.03,29484.78,1152.63,9270.8,30454.76
11/14/07,29166.01,5412.694,6650,19929.06,1497.71,1972.58,8942.93,1384.58,3506.93,3681.62,4140.65,861.51,415.08,6432.1,5613.6,7783.11,38585.87,4142.65,7024.13,512.32,421.97473,15808.9,1121.57,8631.04,4500.35,489.35,3188.68,13237.69,2244.11,1828.3,26479.66,57383.98,55664.9,1470.58,13223.93,10959.65,13774.54,64630.87,29655.68,1154.26,9264.75,30681.66
11/15/07,28751.21,5365.267,6594.4,19784.89,1498.86,1947.74,8905.41,1390,3460.32,3672.22,4113.17,855.52,410.82,6359.6,5561.13,7667.03,38447.62,4106.91,6981.98,506.78,414.5553,15725.8,1102.59,8593.65,4433.54,481.92,3139.52,13122.34,2217.95,1797.4,26485.95,55600.24,54743.01,1451.15,13110.05,11039.92,13524.43,64630.87,29170.9,1145.17,9264.75,30144.84
11/16/07,27614.43,5316.274,6526.1,19698.36,1471.67,1926.2,8764.82,1386.64,3416.9,3598.96,4114.18,849.07,408.26,6291.2,5523.63,7612.26,38534.68,4060.71,6969.25,500.08,409.21024,15769,1096.69,8478.8,4411.14,473.89,3106.56,13085.49,2189.37,1793.8,26581.02,55517.65,54304.47,1458.74,13176.79,11089.71,13530.36,64609.38,29631.57,1145.17,9264.75,29868.06
11/19/07,27460.17,5269.817,6601.3,19633.36,1456.61,1893.47,8680.71,1379.91,3383.27,3645.22,4114.67,831.14,401.08,6120.8,5432.57,7511.97,37612.16,3991.74,6768.47,491.09,398.11984,15539.3,1065.74,8270.88,4267.32,458.96,3031.38,12901.11,2166,1770.6,26209.19,55558,53262.9,1433.27,12958.44,11073.54,13348.24,62336.02,29631.57,1141.38,9261.25,29222.48
11/20/07,27771.21,5293.703,6490.2,19280.8,1469.27,1872.24,8680.86,1371.7,3403.81,3540.61,4067.3,830.05,405.25,6226.5,5506.68,7630.31,37937.66,4009.87,6652.01,493.84,406.99557,15700,1076.95,8338.95,4322.28,460.41,3083.24,12885.29,2180.22,1767.1,25987.19,55668.29,53577.76,1439.7,13010.14,11227.57,13459.77,62336.02,29050.52,1140.01,9419.41,29542.1
11/21/07,26618.19,5214.225,6450.2,18602.62,1438.72,1806.99,8484.11,1359.85,3302.83,3510.49,4071.01,807.58,396.21,6070.9,5381.3,7518.42,37358.46,3882.37,6397,483.53,400.37885,15364.5,1059.08,8125.42,4171.9,445.28,2985.38,12731.83,2151.88,1728.2,25310.33,54670.59,52615.59,1416.77,12799.04,11157.23,13280.58,60581.54,28446.45,1109.85,9518.87,29146.35
11/22/07,26004.92,4984.161,6395.1,18526.32,1437.38,1799.02,8499.37,1344.16,3265.86,3478.94,4054.22,808.82,397.56,6155.3,5416.1,7562.1,37364.61,3923.22,6342.58,484.93,399.4262,15317.1,1053.64,8227.11,4178.83,449,2977.62,12879.26,2135.93,1742,25014.84,55613.8,52199.33,1416.77,12799.04,11306.16,13381,60653.01,28520.16,1108.76,9518.87,29127.42
11/23/07,26541.09,5032.13,6392.4,18852.87,1437.38,1772.88,8342.2,1353.55,3282.78,3470.58,4071,824.25,403.69,6262.1,5521.17,7608.96,38012.27,4011.95,6624.09,492.47,407.98764,15392.2,1055.93,8371.83,4241.79,461.59,3005.76,13013.89,2151.89,1767.9,25330.73,56094.38,52331.29,1440.7,12980.88,11438.88,13467.2,60970.9,28710.87,1108.76,9518.87,29602.59
11/26/07,27626.62,4958.849,6533.2,19247.54,1467.03,1855.33,8528.33,1364.37,3381.5,3537.29,4077.12,832.78,401.49,6180.5,5458.39,7567.36,37736.07,4009.52,6595.59,491.82,414.44858,15330.2,1062.65,8361.16,4276.98,461.43,3028.27,12922.18,2177.07,1771.1,24965.63,55385.73,52682.48,1407.22,12743.44,11273.96,13321.05,59069.17,27883.01,1119.52,9565.23,29448.69
11/27/07,27210.21,4861.111,6493.6,19127.73,1478.78,1859.79,8375.76,1364.99,3337.78,3524.19,4104.06,822.99,400.34,6140.7,5434.17,7531.35,37712.05,4009.99,6643.38,492.24,403.99237,15315.6,1058.63,8431.1,4208.49,455.55,2981.97,12877.48,2155.38,1737.7,23899.35,54575.42,51452.32,1428.23,12958.44,11211.77,13369.12,59431.5,28124.65,1110.9,9367.87,29286.3
11/28/07,27371.24,4803.394,6432.8,18938.87,1475.64,1834.69,8276.26,1366.58,3334.43,3537,4071.03,820.52,409.93,6306.2,5561.21,7723.66,38486.8,4090.98,6912.84,500.21,417.3729,15566.5,1094.36,8650.82,4373.53,466.97,3065.72,13096,2168.11,1748.1,24667.34,55778.34,53202.82,1469.02,13289.45,11212.21,13632.15,61714.64,29276.39,1129.48,9464.4,29410.07
